record_type,slug_or_gap_id,display_name_ru,muscle_group,movement_pattern,equipment,equipment_variant,execution_variant,metric_type,priority,batch,status,evidence_note
gap,pendulum-squat,Маятниковый присед в тренажёре,quadriceps,squat,machine,plate_loaded_lever,bilateral,strength,must,120C,missing,distinct pendulum path absent
gap,plate-loaded-leg-press,Жим ногами в тренажёре с дисками,quadriceps,squat,machine,plate_loaded,bilateral,strength,must,120C,missing,current leg press load/setup unspecified
gap,unilateral-leg-press,Жим одной ногой в тренажёре,quadriceps,squat,machine,selectorized_or_plate_loaded,unilateral,strength,must,120C,missing,material unilateral execution absent
gap,machine-hip-thrust,Ягодичный мост в рычажном тренажёре,glutes,glute,machine,plate_loaded_lever,bilateral,strength,must,120C,missing,glute-drive setup absent
gap,smith-split-squat,Сплит-присед в машине Смита,legs,lunge,machine,smith,unilateral,strength,must,120C,missing,Smith unilateral squat/lunge absent
gap,machine-glute-kickback,Разгибание бедра назад в тренажёре,glutes,leg_isolation,machine,selectorized_or_lever,unilateral,strength,must,120C,missing,only cable kickback present
gap,v-squat-machine,V-присед в рычажном тренажёре,quadriceps,squat,machine,plate_loaded_lever,bilateral,strength,should,120C,missing,add only with distinct media from hack/pendulum
gap,reverse-hyperextension,Обратная гиперэкстензия,posterior_chain,hinge,machine,lever_or_bodyweight,bilateral,strength,should,120C,missing,distinct posterior-chain setup absent
gap,bodyweight-squat,Приседания с собственным весом,quadriceps,squat,bodyweight,bodyweight,bilateral,strength,must,120D,missing,beginner bodyweight squat absent
gap,bodyweight-glute-bridge,Ягодичный мост с собственным весом,glutes,glute,bodyweight,bodyweight,bilateral,strength,must,120D,missing,basic unloaded bridge absent
gap,barbell-wrist-curl,Сгибание кистей со штангой,forearms,wrist_flexion,barbell,barbell,bilateral,strength,must,120D,missing,forearm flexion coverage absent
gap,barbell-wrist-extension,Разгибание кистей со штангой,forearms,wrist_extension,barbell,barbell,bilateral,strength,must,120D,missing,forearm extension coverage absent
gap,dead-hang,Вис на перекладине,grip,carry_or_grip,bodyweight,bar,bilateral,strength,should,120D,missing,simple isometric grip item absent
gap,high-to-low-cable-fly,Сведение рук сверху вниз в кроссовере,chest,chest_fly,cable,cable,bilateral,strength,should,120D,missing,distinct cable direction; merge as variant if media not distinct
gap,recumbent-bike,Горизонтальный велотренажёр,cardio,cycling,cardio,cardio_machine,cyclic,cardio,should,120D,missing,distinct seated cardio setup absent
decision,merge-goblet-squat,Merge goblet-squat и kettlebell-goblet-squat,legs,squat,kettlebell,kettlebell,bilateral,strength,must,120D,decision_required,confirmed duplicate; preserve history compatibility
decision,rename-assault-bike,Воздушный велотренажёр,cardio,conditioning,cardio,cardio_machine,cyclic,cardio,must,120D,decision_required,keep stable slug; brand-like name becomes alias
decision,cardio-equipment-reclass,Reclassify rower/treadmill/air bike equipment,cardio,cyclic,cardio,cardio_machine,cyclic,cardio,must,120D,decision_required,three cardio records currently normalize to broad machine
decision,search-alias-layer,Shared versioned aliases/normalization/ranking,system,search,n/a,n/a,n/a,n/a,must,120D,missing,no alias model; catalog and ProgramBuilder use substring only
decision,replace-media-pendlay-row,Replace visual for Pendlay row,back,row,barbell,barbell,bilateral,strength,must,120D,confirmed_blocker,current files exactly duplicate barbell-row and show hang start
decision,replace-media-weighted-dip,Replace visual for weighted dip,chest,pushup_dip,bodyweight,external_load,bilateral,strength,must,120D,confirmed_blocker,current files exactly duplicate unweighted chest-dip
decision,replace-media-single-leg-calf,Replace visual for single-leg calf raise,calves,calf,bodyweight,bodyweight,unilateral,strength,must,120D,confirmed_blocker,current files exactly duplicate bilateral machine standing calf raise
decision,replace-media-hollow-hold,Replace visual for hollow hold,core,core_static,bodyweight,bodyweight,isometric,strength,must,120D,confirmed_blocker,current files exactly duplicate plank sequence
decision,replace-media-meadows-row,Replace visual for Meadows row,back,row,barbell,landmine,unilateral,strength,must,120D,confirmed_blocker,current files exactly duplicate T-bar row
decision,replace-media-captain-chair,Replace visual for captain-chair leg raise,abs,core_dynamic,machine,captain_chair,bilateral,strength,must,120D,confirmed_blocker,current files exactly duplicate free-hanging leg raise
decision,replace-media-belt-squat,Replace visual for belt squat,quadriceps,squat,machine,belt_squat,bilateral,strength,must,120D,confirmed_blocker,current files exactly duplicate hack-squat machine
